neighborhood,Englewood,Irving_Park,JeffersonPark,Lakeview,LincolnPark,NearNorthSide,Portage_Park,South_Lawndale,West_Englewood
Englewood,0.0,12.465587804131246,13.059972671461663,13.023461804456439,13.299840758163725,13.128360520267094,12.760541412611632,11.131125088402696,2.165085079547199
Irving_Park,12.465587804131246,0.0,1.494661492510677,2.1136894229611043,2.150760479623517,2.817511981673595,0.6642509587677773,3.13992589800565,11.306220342476694
JeffersonPark,13.059972671461663,1.494661492510677,0.0,2.4130936474201174,2.1094332630152928,2.5755612696762955,1.1123436213368763,4.351194536853979,11.770142617862229
Lakeview,13.023461804456439,2.1136894229611043,2.4130936474201174,0.0,0.9517777751460778,1.2923149105010325,2.5066858846761457,4.721371147502537,11.97820816375933
LincolnPark,13.299840758163725,2.150760479623517,2.1094332630152928,0.9517777751460778,0.0,1.5440672349404274,2.3583078949203116,4.848014281414127,12.200692548731467
NearNorthSide,13.128360520267094,2.817511981673595,2.5755612696762955,1.2923149105010328,1.5440672349404272,0.0,3.0665533798659435,5.483114493796442,12.027613814599206
Portage_Park,12.760541412611634,0.6642509587677773,1.1123436213368763,2.5066858846761457,2.3583078949203116,3.0665533798659435,0.0,3.3560552851396808,11.538684556788736
South_Lawndale,11.131125088402696,3.13992589800565,4.351194536853979,4.721371147502537,4.848014281414127,5.483114493796442,3.3560552851396808,0.0,10.226313243512555
West_Englewood,2.165085079547199,11.306220342476694,11.770142617862229,11.97820816375933,12.200692548731467,12.027613814599206,11.538684556788736,10.226313243512555,0.0
