neighborhood,Englewood,Irving_Park,JeffersonPark,Lakeview,LincolnPark,NearNorthSide,Portage_Park,South_Lawndale,West_Englewood
Englewood,1.0000000000000002,-0.028136610908129817,-0.423388710868024,-0.25327956322682954,-0.41746527283284646,-0.17978036662207636,-0.2878399156293875,0.4856808049399459,0.9879650523121277
Irving_Park,-0.028136610908129817,0.9999999999999998,0.17300547302972386,-0.045220461197525846,-0.13459653000194088,-0.11470138011025682,0.7822778128933254,0.5694179484886838,-0.013615375780444224
JeffersonPark,-0.423388710868024,0.17300547302972386,1.0,-0.05732555710950651,0.1836532207309355,0.2784907872691656,0.6158179328409791,-0.45263586063489675,-0.31287924025967234
Lakeview,-0.25327956322682954,-0.045220461197525846,-0.05732555710950651,1.0000000000000002,0.8721801715111279,0.8790403476169576,-0.38204414962756633,-0.4552210736153665,-0.3047470931473868
LincolnPark,-0.41746527283284646,-0.13459653000194088,0.1836532207309355,0.8721801715111279,0.9999999999999999,0.8078261128256875,-0.23798360256555345,-0.5640754198808554,-0.4410210426701474
NearNorthSide,-0.17978036662207636,-0.11470138011025682,0.2784907872691656,0.8790403476169576,0.8078261128256875,1.0,-0.2813562440190249,-0.5871848823373601,-0.19020891290808023
Portage_Park,-0.2878399156293875,0.7822778128933254,0.6158179328409791,-0.38204414962756633,-0.23798360256555345,-0.2813562440190249,1.0000000000000002,0.32271207611925995,-0.2146823686856471
South_Lawndale,0.4856808049399459,0.5694179484886838,-0.45263586063489675,-0.4552210736153665,-0.5640754198808554,-0.5871848823373601,0.32271207611925995,0.9999999999999999,0.43629658376062874
West_Englewood,0.9879650523121277,-0.013615375780444224,-0.31287924025967234,-0.3047470931473868,-0.4410210426701474,-0.19020891290808023,-0.2146823686856471,0.43629658376062874,1.0
